Day,Month,Year,tasmax,tasmin,hurs,evspsbl,rsds,pr,sfcWind
1,2,2007,17.13,2.24,84.39,1.21,13.83,0.00,1.27
2,2,2007,18.52,4.07,77.37,1.04,9.09,0.02,2.70
3,2,2007,15.61,8.39,76.60,1.45,12.66,0.02,4.98
4,2,2007,14.61,5.64,85.32,1.02,9.05,1.83,1.44
5,2,2007,12.70,6.63,93.81,0.47,2.75,4.16,1.20
6,2,2007,14.20,3.48,86.15,0.66,5.36,1.39,2.43
7,2,2007,11.94,6.87,91.80,0.59,3.84,2.84,2.23
8,2,2007,17.74,1.31,76.57,1.67,11.89,3.98,3.64
9,2,2007,14.21,6.08,86.50,1.09,5.81,4.45,6.09
10,2,2007,16.05,4.66,81.73,1.16,11.13,0.18,4.89
11,2,2007,17.89,7.65,80.81,1.58,15.14,0.01,3.66
12,2,2007,18.77,7.31,78.26,1.70,14.77,0.00,5.10
13,2,2007,16.14,7.71,86.77,1.21,12.27,0.13,2.94
14,2,2007,21.63,5.20,80.14,1.22,10.73,0.02,2.91
15,2,2007,16.42,4.17,78.28,1.72,16.04,0.42,1.77
16,2,2007,22.99,4.37,56.26,2.57,16.49,0.00,4.34
17,2,2007,16.46,6.42,77.21,1.66,13.55,9.70,3.17
18,2,2007,10.67,3.63,90.44,0.81,5.71,1.63,2.19
19,2,2007,12.81,2.62,78.77,1.60,16.63,0.09,1.01
20,2,2007,18.31,0.36,69.14,1.90,17.79,0.00,1.12
21,2,2007,13.47,2.95,84.31,0.95,6.57,1.67,2.94
22,2,2007,12.71,6.66,79.74,1.48,12.38,0.81,4.54
23,2,2007,14.58,7.96,82.69,1.44,11.63,1.52,6.45
24,2,2007,14.76,8.61,75.08,1.61,12.27,0.38,7.74
25,2,2007,15.41,7.37,81.19,1.61,12.02,10.76,8.77
26,2,2007,8.90,2.26,67.11,1.96,13.41,0.68,6.84
27,2,2007,16.04,-0.05,69.46,2.10,18.35,0.00,3.84
28,2,2007,18.47,3.75,72.83,1.90,15.43,0.00,3.60
1,3,2007,17.83,5.44,79.76,1.87,17.50,0.00,3.61
2,3,2007,16.93,4.67,77.42,1.88,18.19,0.00,3.05
3,3,2007,21.79,4.71,73.21,2.13,18.60,0.00,1.34
4,3,2007,27.38,5.49,67.62,2.51,18.98,0.00,1.52
5,3,2007,16.81,6.88,81.24,1.50,15.06,0.06,2.72
6,3,2007,20.21,4.34,81.00,1.69,16.29,0.02,1.24
7,3,2007,18.33,9.57,75.66,1.96,15.58,4.11,5.48
8,3,2007,10.83,6.77,91.60,1.63,3.24,94.45,11.06
9,3,2007,11.02,8.19,92.62,0.85,3.55,28.91,8.39
10,3,2007,10.45,6.97,87.18,1.55,6.76,18.50,8.03
11,3,2007,10.77,6.38,74.90,2.00,9.91,7.17,5.97
12,3,2007,9.37,6.37,91.92,0.75,3.29,7.09,3.09
13,3,2007,12.94,4.26,86.13,1.39,12.12,0.25,1.41
14,3,2007,17.24,2.20,80.65,2.20,20.26,0.00,1.38
15,3,2007,16.67,5.19,74.35,2.43,20.40,0.00,1.67
16,3,2007,17.35,4.21,79.45,2.22,19.78,0.21,1.56
17,3,2007,12.00,7.66,90.15,0.94,6.29,1.54,2.19
18,3,2007,15.44,3.88,80.00,2.23,21.76,0.02,1.49
19,3,2007,18.68,3.20,78.32,2.37,17.63,7.02,5.62
20,3,2007,10.09,4.21,73.35,2.26,17.01,6.18,6.66
21,3,2007,5.75,2.11,92.21,1.95,11.60,25.23,5.97
22,3,2007,10.35,2.61,72.86,1.93,20.09,6.50,5.20
23,3,2007,12.34,1.57,84.11,1.25,10.33,2.06,4.70
24,3,2007,16.83,-0.41,75.84,2.37,23.00,0.00,1.54
25,3,2007,22.79,1.02,63.19,3.13,23.44,0.00,2.08
26,3,2007,15.87,4.75,81.45,2.13,19.01,0.05,1.66
27,3,2007,16.11,7.12,88.04,2.20,20.95,0.24,1.81
28,3,2007,19.96,6.22,83.20,2.46,20.47,0.48,2.48
29,3,2007,11.27,6.72,93.72,0.81,3.37,7.74,3.84
30,3,2007,16.10,2.04,73.60,2.80,23.43,0.01,1.60
31,3,2007,21.39,2.99,63.59,3.54,23.84,0.00,5.12
1,4,2007,20.97,9.19,66.78,2.96,20.43,0.00,3.62
2,4,2007,20.05,8.79,79.86,2.17,14.51,4.75,1.39
3,4,2007,13.20,5.38,94.82,0.48,2.17,10.41,2.30
4,4,2007,12.52,3.64,91.46,1.08,6.76,10.16,5.54
5,4,2007,11.14,8.34,96.25,0.72,3.28,21.78,4.86
6,4,2007,14.13,4.48,83.18,2.16,17.95,0.84,3.03
7,4,2007,16.86,2.65,79.75,2.60,22.51,0.00,1.53
8,4,2007,20.08,3.84,77.73,3.04,24.55,0.00,1.44
9,4,2007,24.97,5.25,67.85,3.64,24.73,0.00,2.53
10,4,2007,25.32,10.37,63.77,3.97,24.14,0.00,3.52
11,4,2007,25.61,10.03,55.89,4.09,20.39,0.55,6.01
12,4,2007,23.22,12.67,69.64,2.29,11.82,1.36,3.06
13,4,2007,17.72,12.31,78.03,1.34,8.26,2.89,2.39
14,4,2007,16.86,10.96,88.99,1.57,10.16,1.80,1.97
15,4,2007,18.53,10.12,89.69,2.48,21.00,0.09,1.48
16,4,2007,25.07,8.84,71.68,3.55,24.02,0.02,2.03
17,4,2007,25.59,9.11,66.79,3.83,25.26,0.00,2.88
18,4,2007,27.99,12.23,53.12,4.38,25.87,0.25,4.35
19,4,2007,27.28,11.56,59.98,3.54,19.88,1.17,2.48
20,4,2007,18.48,11.11,89.14,1.12,9.47,1.18,1.80
21,4,2007,17.62,13.14,91.76,1.15,8.41,0.87,1.87
22,4,2007,20.06,11.25,86.17,2.16,16.91,0.20,1.58
23,4,2007,19.17,10.75,80.08,2.26,17.82,0.95,1.86
24,4,2007,18.18,9.80,85.52,2.78,26.79,0.02,1.89
25,4,2007,24.02,7.77,76.55,3.08,24.22,0.07,1.76
26,4,2007,21.74,13.93,84.39,2.11,14.74,3.88,1.43
27,4,2007,19.84,12.84,82.63,2.94,18.95,7.64,1.51
28,4,2007,20.99,11.68,91.09,1.84,12.45,5.53,1.49
29,4,2007,18.99,9.85,83.09,2.91,21.13,1.41,1.62
30,4,2007,23.40,6.97,66.42,4.11,27.68,0.00,2.52
1,5,2007,16.42,7.78,72.04,1.98,15.46,0.63,4.03
2,5,2007,18.73,7.45,74.40,2.70,24.44,0.00,4.42
3,5,2007,19.02,7.50,76.94,2.41,16.19,4.88,4.12
4,5,2007,13.97,9.75,90.47,1.30,8.23,3.79,4.74
5,5,2007,15.99,10.29,88.12,2.10,16.33,3.12,2.51
6,5,2007,16.02,10.57,86.05,2.32,18.81,1.21,2.29
7,5,2007,17.03,8.15,83.71,2.52,21.05,0.84,2.55
8,5,2007,19.03,4.70,80.41,2.87,26.27,0.03,2.69
9,5,2007,21.86,7.04,65.66,3.56,27.74,0.00,1.53
10,5,2007,26.57,8.02,61.13,3.96,28.32,0.00,1.58
11,5,2007,25.51,10.27,62.34,3.55,28.33,0.00,1.81
12,5,2007,27.37,9.98,53.79,3.70,28.77,0.00,1.42
13,5,2007,29.96,11.14,54.80,3.68,28.52,0.00,1.48
14,5,2007,22.65,12.29,64.21,2.12,22.41,0.00,2.97
15,5,2007,21.91,10.64,73.53,2.13,23.07,1.27,3.12
16,5,2007,21.30,10.96,76.28,2.19,26.87,0.05,2.79
17,5,2007,18.78,9.70,79.03,1.51,19.57,0.18,2.94
18,5,2007,16.15,11.71,93.07,0.76,3.84,8.38,2.72
19,5,2007,20.07,8.62,81.67,2.85,26.84,0.05,1.90
20,5,2007,29.41,9.18,57.10,4.11,28.74,0.02,3.28
21,5,2007,32.77,17.31,50.99,3.82,22.05,0.35,4.20
22,5,2007,33.73,15.67,57.11,3.73,25.11,0.65,1.50
23,5,2007,32.21,16.87,61.32,3.16,20.34,1.80,3.32
24,5,2007,34.89,18.75,53.42,4.02,25.30,0.95,3.36
25,5,2007,33.47,16.92,61.51,2.78,27.00,0.03,3.57
26,5,2007,26.62,14.46,68.50,2.24,28.84,0.01,3.19
27,5,2007,21.13,13.35,68.17,1.22,12.99,1.75,5.78
28,5,2007,22.21,14.14,73.05,1.78,21.96,1.33,5.77
29,5,2007,20.92,13.19,77.55,2.05,20.25,0.95,2.07
30,5,2007,25.60,11.46,61.83,2.67,29.18,0.00,1.62
31,5,2007,26.94,13.22,54.45,2.42,29.38,0.00,2.15
1,6,2007,25.63,13.35,65.11,1.65,27.86,0.15,2.82
2,6,2007,22.89,13.50,66.55,1.31,26.99,0.05,3.70
3,6,2007,21.84,13.70,75.91,1.08,20.71,0.33,3.00
4,6,2007,23.71,12.15,71.73,1.34,27.67,0.01,2.29
5,6,2007,29.36,13.40,56.02,1.69,27.74,0.00,2.53
6,6,2007,34.64,15.98,47.70,1.61,19.06,0.37,1.25
7,6,2007,40.15,19.89,33.82,2.48,24.79,0.66,3.81
8,6,2007,28.21,18.31,75.98,1.76,25.98,0.54,1.89
9,6,2007,26.40,17.93,82.04,1.23,24.45,0.12,2.11
10,6,2007,25.16,16.80,78.78,1.27,26.84,0.26,2.60
11,6,2007,27.37,17.34,77.23,1.35,26.08,0.39,2.67
12,6,2007,28.14,18.18,78.17,1.37,24.72,0.34,2.05
13,6,2007,24.91,17.17,81.87,0.93,14.24,2.00,1.87
14,6,2007,26.74,16.69,69.69,2.21,27.20,0.14,2.11
15,6,2007,28.83,18.71,60.58,1.77,27.09,0.00,3.09
16,6,2007,28.75,18.31,63.21,1.48,27.50,0.00,2.03
17,6,2007,34.68,18.02,68.79,1.40,27.99,0.00,2.39
18,6,2007,28.03,16.96,71.17,1.18,28.08,0.11,2.43
19,6,2007,27.67,17.29,72.98,1.62,27.93,0.72,2.20
20,6,2007,31.30,17.50,56.98,1.49,28.21,0.01,1.95
21,6,2007,30.77,16.78,50.23,1.29,28.39,0.00,2.21
22,6,2007,28.86,17.37,63.28,1.04,27.18,0.00,2.01
23,6,2007,40.25,17.17,61.31,1.33,26.51,0.05,1.96
24,6,2007,36.97,22.58,51.36,1.27,26.71,0.28,2.22
25,6,2007,33.27,20.22,59.71,1.52,27.57,0.41,2.03
26,6,2007,29.53,18.85,68.32,1.28,27.32,0.13,2.60
27,6,2007,28.64,18.90,67.63,1.09,25.85,0.13,2.08
28,6,2007,31.60,18.61,66.91,1.25,27.72,0.30,3.14
29,6,2007,27.45,18.61,76.16,0.94,24.74,0.05,2.71
30,6,2007,30.61,17.16,60.16,1.09,28.08,0.00,2.52
1,7,2007,34.80,19.47,55.56,1.44,24.73,3.08,2.58
2,7,2007,29.52,20.10,72.29,2.53,27.33,0.48,3.23
3,7,2007,29.09,19.16,65.07,1.76,25.48,0.12,1.58
4,7,2007,30.96,17.75,58.92,1.38,27.97,0.06,2.69
5,7,2007,27.36,17.20,66.79,1.08,25.12,0.37,4.36
6,7,2007,30.54,15.16,53.09,1.04,27.71,0.00,3.38
7,7,2007,37.58,18.40,38.79,1.37,26.74,0.00,2.22
8,7,2007,34.62,21.87,48.65,1.28,25.70,0.21,1.71
9,7,2007,29.32,20.20,72.95,0.78,26.90,0.28,3.11
10,7,2007,26.34,17.14,74.16,1.48,21.80,1.38,4.03
11,7,2007,27.12,15.35,61.78,1.13,27.64,0.00,3.58
12,7,2007,32.05,14.25,54.30,1.15,27.53,0.00,2.42
13,7,2007,34.50,19.63,43.93,1.15,24.76,0.00,1.96
14,7,2007,34.68,19.98,42.18,1.17,27.44,0.00,1.65
15,7,2007,38.53,20.35,34.35,1.33,27.14,0.00,2.22
16,7,2007,40.27,21.04,27.35,1.42,26.99,0.00,2.11
17,7,2007,35.65,21.72,40.60,1.12,27.36,0.00,1.56
18,7,2007,37.52,21.97,42.39,1.19,26.91,0.00,1.66
19,7,2007,38.40,21.58,35.65,1.29,27.05,0.00,1.97
20,7,2007,37.45,20.94,39.22,1.14,27.27,0.00,1.77
21,7,2007,33.53,20.76,42.24,0.93,26.88,0.00,1.92
22,7,2007,35.53,21.46,34.17,1.02,26.82,0.00,1.79
23,7,2007,40.07,21.38,24.34,1.15,27.02,0.00,2.25
24,7,2007,35.91,21.55,37.91,1.01,26.91,0.00,1.75
25,7,2007,33.91,20.65,53.67,0.86,26.60,0.00,1.70
26,7,2007,33.84,20.70,54.39,0.85,26.68,0.00,1.73
27,7,2007,36.76,21.43,40.22,0.98,26.72,0.00,2.32
28,7,2007,36.08,19.89,35.74,0.99,27.20,0.00,1.96
29,7,2007,34.97,19.27,40.38,0.92,26.87,0.00,2.13
30,7,2007,31.71,21.00,56.88,0.70,26.06,0.00,2.67
31,7,2007,34.85,19.15,48.77,0.86,26.39,0.00,1.99
1,8,2007,39.02,20.20,27.97,1.11,26.17,0.00,3.40
2,8,2007,38.71,23.20,42.60,0.97,26.02,0.00,2.64
3,8,2007,32.50,21.50,68.10,0.70,25.29,0.03,1.90
4,8,2007,34.63,20.46,52.82,0.83,25.95,0.00,1.70
5,8,2007,35.59,20.45,32.37,0.96,26.32,0.00,1.81
6,8,2007,34.66,20.15,55.55,0.74,24.52,0.02,2.08
7,8,2007,35.88,21.03,73.77,0.91,18.55,0.50,1.73
8,8,2007,30.16,21.67,77.12,0.69,24.55,0.03,2.41
9,8,2007,30.95,21.55,72.01,0.89,20.50,0.46,2.31
10,8,2007,36.05,22.80,45.43,0.89,20.27,0.04,2.34
11,8,2007,32.84,23.82,54.85,1.07,21.85,1.15,2.25
12,8,2007,35.50,22.02,66.32,1.99,19.64,1.76,3.37
13,8,2007,29.97,22.00,77.22,1.79,21.88,1.53,3.31
14,8,2007,26.77,21.91,81.99,1.34,11.24,1.48,3.56
15,8,2007,28.94,19.82,73.31,1.39,23.89,0.02,2.20
16,8,2007,30.06,17.50,69.12,1.01,24.54,0.00,2.16
17,8,2007,30.79,18.20,72.19,0.69,23.64,0.02,2.18
18,8,2007,34.40,20.83,65.11,0.75,22.98,0.05,1.66
19,8,2007,33.72,21.80,71.64,0.65,21.97,0.04,2.20
20,8,2007,25.69,20.12,83.46,1.04,9.81,1.93,2.35
21,8,2007,27.86,19.55,73.83,1.18,23.55,0.33,2.64
22,8,2007,21.58,16.76,90.06,1.19,4.05,9.95,3.23
23,8,2007,19.53,17.31,97.64,0.84,2.44,31.32,3.09
24,8,2007,31.54,19.56,83.70,2.25,15.18,1.95,2.69
25,8,2007,35.85,22.22,58.08,4.30,22.68,0.05,2.53
26,8,2007,36.16,19.23,56.93,3.94,23.26,0.00,1.59
27,8,2007,31.40,19.74,59.46,3.42,23.03,0.00,1.43
28,8,2007,30.52,17.43,61.18,2.98,23.65,0.00,1.52
29,8,2007,32.64,15.41,57.30,2.89,23.12,0.00,1.53
30,8,2007,34.73,17.30,54.28,2.76,23.08,0.00,1.48
31,8,2007,30.54,18.05,68.87,1.92,22.75,0.03,1.71
1,9,2007,28.24,17.22,75.89,1.72,22.88,0.18,2.10
2,9,2007,29.32,15.63,60.08,1.70,23.31,0.00,1.79
3,9,2007,30.15,16.99,54.85,1.57,21.72,0.00,1.55
4,9,2007,29.82,16.26,63.62,1.34,23.06,0.02,1.83
5,9,2007,27.28,17.07,70.37,1.14,22.50,0.08,2.95
6,9,2007,27.12,16.20,71.13,1.00,21.79,0.02,2.47
7,9,2007,29.93,15.00,68.23,1.01,17.88,0.00,1.85
8,9,2007,31.56,18.95,64.01,1.31,16.60,0.52,2.14
9,9,2007,30.60,20.49,62.01,1.20,21.53,0.06,2.60
10,9,2007,28.35,18.90,79.45,0.88,20.73,0.05,2.19
11,9,2007,28.40,18.82,79.82,0.89,20.34,0.08,1.82
12,9,2007,29.94,16.86,71.24,0.95,21.73,0.00,1.43
13,9,2007,30.36,16.24,65.73,0.93,21.87,0.00,1.81
14,9,2007,25.96,16.26,77.56,0.70,20.66,0.12,2.03
15,9,2007,26.59,17.80,76.87,0.71,20.05,0.02,1.92
16,9,2007,32.24,16.50,59.74,0.98,20.36,0.00,2.01
17,9,2007,33.10,19.25,51.94,0.95,20.64,0.00,2.65
18,9,2007,29.48,18.48,62.05,0.75,20.46,0.00,1.53
19,9,2007,34.82,18.10,47.27,0.92,18.63,0.02,1.17
20,9,2007,33.45,19.51,53.28,0.86,20.05,0.00,1.26
21,9,2007,34.51,19.32,43.46,0.91,19.92,0.00,1.26
22,9,2007,33.99,19.91,47.77,1.12,17.50,0.71,1.21
23,9,2007,35.38,19.79,43.76,1.25,18.84,0.23,2.66
24,9,2007,28.32,18.24,71.05,0.62,18.71,0.01,2.45
25,9,2007,23.75,17.59,86.16,0.50,10.22,0.51,2.94
26,9,2007,24.45,15.80,81.90,0.52,14.80,0.06,1.85
27,9,2007,23.12,15.60,79.70,0.51,16.36,0.02,1.98
28,9,2007,32.06,15.06,55.53,0.87,15.71,0.38,2.30
29,9,2007,27.55,17.87,74.26,0.64,17.65,0.10,3.47
30,9,2007,26.12,16.14,76.22,0.55,18.35,0.00,1.40
1,10,2007,27.61,15.91,79.96,0.53,19.26,0.02,1.91
2,10,2007,31.15,16.73,67.61,0.65,18.07,0.05,1.27
3,10,2007,31.59,20.22,62.29,0.64,12.61,0.21,3.57
4,10,2007,30.76,18.61,75.84,0.68,15.00,0.78,1.81
5,10,2007,21.30,15.93,92.51,0.88,6.58,2.37,1.57
6,10,2007,23.35,12.74,83.14,1.07,17.04,0.12,1.91
7,10,2007,22.94,14.24,83.91,1.14,14.43,1.20,2.07
8,10,2007,22.05,13.60,83.03,0.81,13.48,0.07,1.51
9,10,2007,20.14,13.67,86.14,0.67,11.48,0.31,1.39
10,10,2007,22.94,12.24,79.74,0.83,17.01,0.05,1.73
11,10,2007,22.37,11.97,80.48,0.63,16.49,0.05,1.66
12,10,2007,26.06,12.82,78.88,1.09,14.71,1.23,1.04
13,10,2007,27.96,14.44,75.61,0.80,14.49,0.05,2.15
14,10,2007,29.31,16.04,69.39,1.07,10.61,1.91,5.80
15,10,2007,24.72,17.35,89.43,1.18,8.85,8.87,1.74
16,10,2007,22.58,17.15,90.73,1.27,7.06,7.64,1.53
17,10,2007,25.75,16.80,72.84,1.90,12.28,0.24,3.01
18,10,2007,23.82,14.76,82.70,1.64,13.13,1.04,2.39
19,10,2007,19.64,12.10,78.99,1.54,11.50,0.50,3.61
20,10,2007,18.25,11.88,79.25,1.30,13.05,0.56,2.21
21,10,2007,16.76,9.28,79.00,1.26,13.66,0.21,1.83
22,10,2007,19.31,7.09,74.29,1.26,15.51,0.00,1.03
23,10,2007,20.57,7.86,76.88,1.00,10.61,2.11,2.59
24,10,2007,16.66,12.07,90.21,0.81,3.52,6.88,3.19
25,10,2007,14.36,8.08,91.93,0.79,2.33,31.53,3.19
26,10,2007,14.79,7.95,89.16,0.80,4.24,2.34,2.30
27,10,2007,16.64,4.88,84.78,1.13,10.86,1.46,2.58
28,10,2007,17.25,7.50,80.88,1.50,14.82,0.00,1.57
29,10,2007,22.68,5.25,71.42,1.75,15.06,0.00,1.55
30,10,2007,16.39,8.12,93.23,0.60,4.29,4.84,2.30
31,10,2007,15.74,8.22,81.18,1.44,11.20,5.26,2.55
1,11,2007,16.10,7.85,80.19,1.18,11.35,0.01,1.27
2,11,2007,16.84,7.79,87.49,1.07,11.35,0.19,1.34
3,11,2007,20.93,7.34,77.06,1.57,14.65,0.02,2.04
4,11,2007,21.39,5.83,70.62,1.62,14.64,0.00,1.87
5,11,2007,20.17,6.07,78.59,1.49,14.41,0.18,1.50
6,11,2007,15.91,10.31,88.17,0.95,8.80,0.38,1.28
7,11,2007,15.40,7.83,89.27,0.67,7.22,0.23,1.21
8,11,2007,17.37,5.42,85.23,1.14,12.91,0.08,1.56
9,11,2007,16.85,5.37,85.18,1.08,12.72,0.19,2.13
10,11,2007,15.35,6.54,80.02,0.98,10.63,0.00,2.50
11,11,2007,19.48,4.15,66.53,1.28,13.79,0.00,1.09
12,11,2007,18.27,3.37,72.16,1.29,13.61,0.00,1.23
13,11,2007,14.01,7.47,85.50,0.69,7.32,0.31,1.06
14,11,2007,14.41,6.24,86.51,0.78,8.36,5.98,3.23
15,11,2007,12.64,7.42,93.47,0.75,3.11,12.38,4.21
16,11,2007,10.62,4.03,89.59,0.73,6.72,1.47,1.65
17,11,2007,11.86,2.34,84.13,1.08,11.81,0.04,1.84
18,11,2007,17.13,0.21,71.71,1.22,11.40,0.00,2.50
19,11,2007,19.40,3.63,68.05,1.49,10.49,0.00,3.49
20,11,2007,18.26,4.04,53.92,1.90,10.01,0.00,6.36
21,11,2007,19.11,9.45,52.51,1.82,9.64,0.00,5.46
22,11,2007,19.93,8.42,69.11,1.35,10.37,0.99,2.59
23,11,2007,14.13,9.20,90.37,0.55,3.52,2.78,1.19
24,11,2007,13.97,7.31,90.03,0.94,9.77,0.16,1.57
25,11,2007,11.12,6.83,96.25,0.17,0.24,24.41,3.14
26,11,2007,11.96,4.69,84.36,0.81,7.05,1.61,1.86
27,11,2007,9.98,5.05,85.13,0.85,7.26,1.06,3.16
28,11,2007,9.30,4.54,94.82,0.55,2.33,5.08,2.03
29,11,2007,13.39,2.29,79.87,1.01,11.06,0.00,1.18
30,11,2007,14.33,2.17,78.09,0.98,11.37,0.00,1.02
1,12,2007,16.33,1.53,77.15,1.05,11.60,0.00,1.53
2,12,2007,14.29,1.71,86.25,0.85,10.52,0.09,1.74
3,12,2007,13.29,3.55,90.54,0.43,5.27,0.23,1.60
4,12,2007,13.34,5.18,91.31,0.43,3.87,1.00,2.34
5,12,2007,16.48,4.63,85.29,0.91,11.08,0.00,1.02
6,12,2007,13.05,4.05,89.04,0.55,7.11,0.20,1.13
7,12,2007,15.70,3.93,83.25,0.86,10.40,0.05,1.69
8,12,2007,14.90,8.37,89.24,0.64,5.60,1.05,4.07
9,12,2007,17.61,4.74,82.71,1.03,10.81,0.00,3.33
10,12,2007,13.31,7.28,82.39,0.87,6.59,1.56,4.65
11,12,2007,11.42,4.72,86.83,0.66,4.92,2.50,3.52
12,12,2007,10.41,3.83,81.68,0.82,6.62,0.15,1.76
13,12,2007,10.37,0.32,80.74,0.81,10.44,0.11,1.75
14,12,2007,10.22,3.69,82.22,0.58,5.55,0.16,2.59
15,12,2007,10.23,1.84,81.72,0.82,9.85,0.38,1.12
16,12,2007,11.88,-1.04,75.37,0.91,11.09,0.16,1.96
17,12,2007,10.50,-0.47,83.05,0.56,6.57,0.80,1.33
18,12,2007,10.05,0.36,85.75,0.77,9.67,0.09,1.69
19,12,2007,12.03,1.18,80.77,0.66,8.65,0.01,2.00
20,12,2007,10.96,1.63,66.51,1.02,7.78,0.00,6.16
21,12,2007,11.98,7.62,65.44,1.00,2.64,0.30,7.18
22,12,2007,15.52,3.94,79.30,0.82,8.82,0.00,1.69
23,12,2007,11.68,3.25,90.81,0.35,4.73,0.16,1.35
24,12,2007,10.15,5.32,96.74,0.14,1.86,2.73,0.96
25,12,2007,10.89,3.72,88.84,0.49,5.39,0.36,0.54
26,12,2007,11.06,0.91,82.27,0.50,7.09,0.02,0.86
27,12,2007,10.69,4.51,90.96,0.38,5.40,0.53,0.89
28,12,2007,11.97,3.94,90.20,0.75,9.78,0.34,1.30
29,12,2007,10.29,5.06,97.55,0.16,1.69,8.80,1.73
30,12,2007,11.31,7.21,90.48,0.75,5.94,3.66,3.31
31,12,2007,9.20,7.11,94.03,0.58,2.29,19.95,5.06
1,1,2008,9.12,1.16,93.16,0.34,2.38,4.53,1.78
2,1,2008,12.65,-0.76,81.61,0.96,9.90,2.41,2.73
3,1,2008,14.70,7.70,77.17,1.11,5.61,0.98,5.38
4,1,2008,10.88,3.52,87.26,0.68,5.51,2.09,3.06
5,1,2008,10.12,4.03,94.06,0.34,1.82,7.11,3.21
6,1,2008,11.45,2.29,93.11,0.34,3.08,2.97,1.47
7,1,2008,14.56,0.52,78.99,0.99,11.10,0.03,1.16
8,1,2008,15.75,1.83,80.63,0.94,11.12,0.00,0.92
9,1,2008,15.30,2.04,85.92,0.83,10.14,0.00,1.59
10,1,2008,13.62,2.39,90.25,0.80,10.30,0.03,1.36
11,1,2008,14.67,2.73,88.08,0.86,10.72,0.02,2.19
12,1,2008,11.00,1.46,83.94,0.86,7.95,3.52,2.93
13,1,2008,12.81,-1.46,81.09,0.91,12.03,0.00,1.37
14,1,2008,16.56,1.22,80.56,0.92,9.43,0.18,2.68
15,1,2008,12.05,3.26,84.12,0.87,7.89,1.42,3.04
16,1,2008,14.94,2.31,86.68,0.86,9.34,3.79,5.93
17,1,2008,11.93,3.35,83.36,0.88,9.36,0.14,4.45
18,1,2008,13.81,2.71,90.53,0.58,7.60,0.16,3.37
19,1,2008,13.58,4.76,91.41,0.64,8.04,0.21,1.48
20,1,2008,16.83,2.43,83.57,1.02,12.48,0.00,0.90
21,1,2008,18.12,1.71,80.77,1.10,12.87,0.00,1.12
22,1,2008,15.20,2.70,87.39,0.98,12.28,0.50,2.37
23,1,2008,10.72,4.37,86.46,0.90,6.96,2.84,3.18
24,1,2008,11.66,3.06,78.44,1.13,13.06,0.00,1.28
25,1,2008,11.30,0.95,86.31,0.81,9.80,0.09,1.55
26,1,2008,11.26,4.13,86.23,0.63,6.15,0.53,1.15
27,1,2008,12.40,1.28,90.88,0.93,12.41,0.05,1.45
28,1,2008,14.67,-0.29,74.28,1.21,13.86,0.05,1.29
29,1,2008,19.52,0.97,64.81,1.51,13.91,0.00,1.53
30,1,2008,19.39,-0.11,67.47,1.40,14.20,0.00,1.55
31,1,2008,17.58,0.80,75.51,1.32,14.30,0.00,1.07
1,2,2008,14.99,1.20,84.82,1.11,13.65,0.28,1.28
2,2,2008,12.71,1.17,83.02,1.03,11.75,0.01,1.42
3,2,2008,16.33,2.50,79.64,1.17,14.12,0.00,1.01
4,2,2008,15.23,1.36,80.15,1.25,13.98,0.12,1.94
5,2,2008,15.21,5.18,87.47,1.22,13.21,0.66,1.05
6,2,2008,15.49,1.82,86.36,1.19,14.70,0.11,1.40
7,2,2008,15.13,4.88,82.68,1.34,14.85,0.13,1.54
8,2,2008,16.58,2.44,79.88,1.27,15.25,0.00,1.50
9,2,2008,11.86,0.27,78.56,1.21,15.24,0.01,2.34
10,2,2008,13.32,-1.43,72.99,1.29,15.67,0.00,1.76
11,2,2008,15.64,-2.43,68.35,1.43,16.00,0.00,1.68
12,2,2008,18.52,-0.71,63.36,1.57,15.60,0.00,2.49
13,2,2008,19.98,0.77,53.33,1.74,15.42,0.00,3.47
14,2,2008,17.42,6.86,68.32,1.22,8.30,6.52,4.07
15,2,2008,11.96,7.09,90.77,0.77,5.16,4.79,2.53
16,2,2008,12.02,6.32,90.28,0.74,6.92,0.40,1.52
17,2,2008,18.08,3.33,76.59,1.61,15.03,0.02,2.91
18,2,2008,10.78,8.72,83.16,0.94,1.87,2.42,7.67
19,2,2008,16.08,8.04,76.05,1.40,7.97,2.39,5.60
20,2,2008,12.82,8.58,92.57,0.81,4.62,8.28,1.83
21,2,2008,13.78,7.81,91.44,1.05,9.51,0.65,1.40
22,2,2008,16.64,7.19,87.50,1.61,17.14,0.02,1.46
23,2,2008,21.08,4.52,73.73,1.95,17.62,0.00,1.29
24,2,2008,18.60,5.23,75.27,1.69,13.80,0.00,3.45
25,2,2008,19.86,5.46,73.04,2.02,17.48,0.00,3.30
26,2,2008,20.68,4.73,71.77,2.03,17.99,0.00,1.42
27,2,2008,19.10,5.61,76.24,1.84,18.46,0.00,1.04
28,2,2008,19.66,4.65,74.78,1.87,18.85,0.00,1.23
29,2,2008,18.79,6.93,81.78,1.75,16.66,1.08,1.33
1,3,2008,17.78,5.62,79.03,1.80,18.19,0.04,1.30
2,3,2008,20.12,5.55,69.18,2.03,18.49,0.00,0.96
3,3,2008,24.19,5.48,64.07,2.31,18.93,0.00,1.66
4,3,2008,12.73,5.87,86.72,0.80,5.02,4.30,3.56
